Wavelength (micron),Flam (1e-20 erg / (Angstrom s cm2)),Noise
0.7663215926443134,0.09989395860739457,0.8748161610687049
0.774119919436049,0.996374079602503,0.7354515092598355
0.7821132007259336,-0.032960086608078316,0.590618139503104
0.7903073872275499,-0.10938804269470849,0.6301834506945666
0.7987084651175618,-0.7487670431699434,0.8809633509599679
0.8073225394191289,-0.024602265110933275,0.5387775608053944
0.8161557536067607,0.6255980963674457,0.6193607821263878
0.8252143502760124,-0.14027102761553553,0.5870447595513362
0.834504545011099,0.44681451588380056,0.42910451754728457
0.8440326001886391,-0.0688732510121955,0.5690753823323209
0.8538047314180898,0.4857727573427148,0.4946903384896293
0.863827101018897,1.5978741605843307,0.8488269850318441
0.8741057900388345,0.7138534490258129,0.47246378582647236
0.8846467458414128,0.674302551319209,0.5211133476056462
0.8954557180203407,-0.6934786820481676,0.5271025755320112
0.9065382439315256,-0.12086055489620247,0.49093493101321944
0.917899600133022,-0.6241417631029303,0.43214144139362365
0.9295447399190664,0.46485863425991364,0.3155046925269065
0.9414781779776228,0.299330651035114,0.42091206165229983
0.953704006410979,0.6438827881309048,0.36931797561275653
0.9662258385310472,1.0889450769439637,0.48212626078903253
0.9790467547363041,0.8353605792195287,0.3934096275178876
0.9921691657178157,1.1139825416544997,0.3689877159978549
1.0055946541021599,1.8577194156261254,0.39201127511426115
1.019324339057131,2.757500430252688,0.3555405161445737
1.0333581625344184,3.88115805127168,0.41954344277878064
1.04769562118343,4.350466157108116,0.39416605179690745
1.0623348095831198,6.690070331786045,0.5390795798898818
1.0772733104231236,5.9572729709243255,0.3822418331218889
1.0925076238365548,4.32592546622796,0.3608632003861584
1.1080329895883543,2.296837756914335,0.3763852010557929
1.1238439247626621,1.048120272702497,0.2765221746533366
1.1399339202296326,0.2779940797464435,0.20589197812379312
1.1562954692118335,0.33842196283635567,0.1766793817240824
1.172920110207348,0.07772987678164148,0.3280483694541127
1.189798482477525,1.0578552934329806,0.20546498581665135
1.2069203946981257,2.6092518066876758,0.23883300877361233
1.22427490282959,5.203768636919446,0.35982480520170684
1.2418503998866297,6.549236030834344,0.3041145887349153
1.2596347079726347,8.418870445176212,0.3528336550676159
1.2776150098076984,8.751964237367451,0.3304522961714626
1.295778068512631,5.817744890702107,0.27501690935699985
1.3141105508925275,3.2630644034123963,0.22916286962458696
1.3325989336743904,0.9943330867188981,0.22707768869659667
1.3512292027094672,-0.33816305943656416,0.15268072880175346
1.3699877959948106,0.1649701633943606,0.149842060750134
1.3888610454771944,-0.23450385675543914,0.2535768737870337
1.4078354054332207,-0.07754771711308693,0.14989821395017897
1.4268978129515848,-0.16944721453485184,0.13444630248851536
1.4460351644415461,0.01895998104778294,0.16361647380827593
1.4652351804118575,0.28157054136042275,0.16801555992305303
1.484485542835912,0.7358046822992889,0.1878899225845604
1.503774894158332,0.6486422199406958,0.15729276482992158
1.5230919289675537,1.140736502873956,0.23344080217080027
1.5424263132204807,3.21538593505271,0.25099874870402145
1.5617678733561122,4.655361965869263,0.26248524541643753
1.5811073562502567,6.321768467523677,0.256908378250931
1.6004357718665838,3.484700163709316,0.20950527517512546
1.6197449660294148,1.5718130148956055,0.23518886845792597
1.6390271122827214,0.565547377736808,0.16730762114784822
1.6582751384955747,0.2798747474804921,0.14744354542461102
1.6774823285483327,0.3706403299546649,0.15079663652275513
1.6966426491323692,0.45486775288322107,0.17408668429403445
1.7157504065023585,0.29461815715531403,0.1432841705913966
1.7348005438698328,0.40420113378333866,0.16815697668473276
1.7537882957827848,0.2952166438917048,0.15216572566605538
1.7727094873374194,0.26691025278059205,0.1399757102473775
1.7915602014168344,0.10881992058990676,0.1426046399685702
1.8103370271307406,0.18817095825826144,0.1640387051523634
1.8290368449051946,0.11550483351104913,0.18936296407246755
1.8476568906461937,0.09844686224001312,0.14637237919759874
1.8661947450366239,0.28097204257007785,0.1269854554085465
1.8846482083551959,0.0874562174995861,0.14692638507046915
1.9030154271188704,0.159721703289347,0.1312561643794187
