,#WAVELENGTH,FLUX,UNCERTAINTY
76,1.49126496705195,0.48958900546690703,0.09770592772893585
77,1.501206733498963,0.5006252079969158,0.05237934705665369
78,1.511214778388956,0.5016035264956713,0.05237656569144922
79,1.5212895435782157,0.49139466265761633,0.03645889243616404
80,1.531431473868737,0.5009047868105201,0.5205279831222865
81,1.5416410170278616,0.4886173496994232,0.06585783289969063
82,1.5519186238080471,0.5373904261387414,0.06639203736930395
83,1.5622647479667675,0.5771535033856197,0.03884646076611863
84,1.572679846286546,0.5793530693461628,0.037988536065338974
85,1.5831643785951228,0.5810120986831213,0.6862640718101329
86,1.593718807785757,0.5782578871829713,0.04918572688035157
87,1.6043435998376618,0.5901374815837286,0.049572607574591566
88,1.6150392238365794,0.5960507277140291,0.08810099885162141
89,1.6258061519954898,0.5838056640525845,0.04247740705530379
90,1.6366448596754597,0.5813775268958687,0.042119248184311446
91,1.6475558254066294,0.5487129326908893,0.05408088471543445
92,1.65853953090934,0.536267322858571,0.050821668029270496
93,1.6695964611154022,0.5125020762182194,0.09498723002483143
94,1.6807271041895049,0.5156998419322422,0.09663421337904292
95,1.6919319515507678,0.4938438759087391,0.08127497830636268
96,1.7032114978944397,0.443923528680281,0.09840563836160775
97,1.7145662412137357,0.4411136647866483,0.03022064242241461
98,1.7259966828218272,0.4346773327997124,0.027443143528401576
99,1.7375033273739726,0.39757292030219327,0.08985818219183091
100,1.749086682889799,0.4030386448945568,0.03192511905730469
101,1.7607472607757308,0.3648078914220134,0.036093905243336645
102,1.7724855758475688,0.3211525926417331,0.026767411100565592
103,1.7843021463532192,0.25279703008772847,0.13352748904526443
104,1.7961974939955738,0.24770896055483993,0.02508367080580496
105,1.8081721439555445,0.2288586392149677,0.04134978640707396
106,1.8202266249152477,0.21034990399001763,0.02890260457565876
107,1.8323614690813492,0.1253662380555275,0.04301062265865041
108,1.8445772122085584,0.231154971297246,0.0765774562824734
109,1.856874393623282,0.1804928823899982,0.058334633604195954
110,1.869253556247437,0.1418747563035203,0.378165541526977
111,1.88171524662242,0.20507252390394112,0.13904490069103112
112,1.894260014933236,0.15830079581749767,0.03762994716990019
113,1.9068884150327905,0.2219937411934102,0.08441949470903522
114,1.9196010044663423,0.246542686262091,0.04988680912948538
115,1.9323983444961177,0.19133566614883987,0.04192640692155812
116,1.9452810001260916,0.20165425242815357,0.017818121402470872
117,1.958249540126932,0.18077011553951888,0.02567540372462254
118,1.9713045370611115,0.22175877554599516,0.029928053367429406
119,1.9844465673081857,0.1846524886449916,0.14387142960777688
120,1.99767621109024,0.165591902927093,0.025295684068523543
121,2.0109940524975083,0.19001765300939463,0.029734535380237407
122,2.0244006795141583,0.2313647702112765,0.031219478712797233
123,2.0378966840442523,0.20964964318975798,0.019793103624010263
124,2.0514826619378805,0.2008910243563964,0.02409927536537088
125,2.0651592130174663,0.20352552184611383,0.016589214575400867
126,2.0789269411042492,0.21355898949457722,0.018648311361119593
127,2.092786454044944,0.20306682361280462,0.042043429284917305
128,2.106738363738577,0.20001861527178638,0.021979240268225165
129,2.1207832861635008,0.21163946152231383,0.029528501976828447
130,2.1349218414045907,0.21500262288519223,0.008564927026331768
131,2.149154653680621,0.2143442445469177,0.027703070360069904
132,2.163482351371825,0.2217368375864652,0.010803682235969605
133,2.1779055670476373,0.21162965670534573,0.015927114724122927
134,2.1924249374946214,0.20415319208334887,0.012796393657337795
135,2.2070411037445856,0.19719352263724063,0.01076858742941505
136,2.2217547111028826,0.17762767086383402,0.0609394161176946
137,2.2365664091769015,0.18680026705296618,0.03174395245434303
138,2.251476851904747,0.1758757759361084,0.0364046642535924
139,2.2664866975841123,0.17702949808421728,0.01071646851336652
140,2.2815966089013395,0.16655364499891986,0.17102883501875965
141,2.2968072529606816,0.16104588012341503,0.019062880304849508
142,2.3121193013137527,0.14970089652419494,0.010015692810710838
143,2.3275334299891774,0.1427520279429664,0.026017276665220624
144,2.3430503195224386,0.12550241999940576,0.025055224480267778
145,2.3586706549859215,0.13228206323084252,0.06105900223145829
146,2.3743951260191607,0.09904528609838059,0.04214382089610377
147,2.3902244268592883,0.11529134775394477,0.022959072796071636
148,2.406159256371683,-0.1167271053789232,0.37969998649284753
149,2.4222003180808276,-0.5102230190618009,0.18336115992424612
150,2.4383483202013663,-3.7288416696381574,12.76370673407895
151,2.454603975669375,-5.92156168028313,9.042009734246927
