,#WAVELENGTH,FLUX,UNCERTAINTY
0,0.9,0.42114991830744386,0.058404354122138694
1,0.906,0.48183374232584275,0.056600852212640634
2,0.91204,0.5484778253705214,0.05644913054376274
3,0.9181202666666664,0.575834004733922,0.08123110761519697
4,0.9242410684444442,0.5593975156032316,0.04523500328033065
5,0.9304026755674072,0.5529204595236182,0.07073987244957668
6,0.9366053600711898,0.5448687402468801,0.08850198993294217
7,0.9428493958049976,0.5960321274139943,0.07306352644425548
8,0.9491350584436976,0.6843657039214471,0.06301618417638279
9,0.9554626254999888,0.680806256530129,0.08708102823932798
10,0.9618323763366552,0.6413025248716822,0.05530762631755161
11,0.9682445921788996,0.6741172423309759,0.06766242294228833
12,0.9746995561267588,0.6966306108070868,0.056566184067819186
13,0.9811975531676038,0.7624061407912971,0.05068906417463083
14,0.9877388701887212,0.6545104560003102,0.04895780442685611
15,0.9943237959899792,0.5478415104421401,0.0562456400541982
16,1.000952621296579,0.6080240593758774,0.07186232371129081
17,1.0076256387718894,0.6886701544924865,0.05757995307520259
18,1.0143431430303689,0.6890522036294101,0.06093896695767976
19,1.0211054306505711,0.6870310534567702,0.056350526350455094
20,1.0279128001882416,0.6956686337560032,0.044900171160863624
21,1.0347655521894965,0.7717547917520772,0.04836025805444116
22,1.041663989204093,0.786313460159295,0.06518489947831548
23,1.048608415798787,0.8322203415899276,0.037439904043591196
24,1.0555991385707788,0.8515197204084219,0.03964249404303001
25,1.0626364661612506,0.8693894076860108,0.038871384931478715
26,1.0697207092689922,0.8799938948116017,0.04672370552205961
27,1.0768521806641187,0.8912798173522063,0.04465956183792278
28,1.0840311952018795,0.9510837147231842,0.07212473534621473
29,1.0912580698365586,0.9502579059613974,0.054025804269949115
30,1.098533123635469,0.880368055992832,0.1305459196434079
31,1.1058566777930388,0.8965931763233413,0.07344604803901611
32,1.1132290556449922,0.8227477640978306,0.12915317478177324
33,1.1206505826826254,0.820109220033044,0.05301289708658574
34,1.128121586567176,0.8406359537308964,0.05915139550862821
35,1.1356423971442906,0.8368274287410108,0.4682424053474642
36,1.143213346458586,0.7862772246911096,0.27638364888932115
37,1.1508347687683096,0.85857293201818,0.11318288872668594
38,1.158507000560098,0.9000535729025062,0.045617575463851354
39,1.166230380563832,0.8340056000690225,0.06927699826067603
40,1.1740052497675908,0.8504303260824596,0.036464114512076394
41,1.181831951432708,0.8602258807350085,0.06162726948925671
42,1.189710831108926,0.8965980599499269,0.05492695158938877
43,1.197642236649652,0.8432379164376028,0.04667175924653475
44,1.2056265182273165,0.8773949103438224,0.05997137772398008
45,1.2136640283488316,0.9169057100406551,0.04758824531066305
46,1.221755121871157,0.9259115230481526,0.05435243192299797
47,1.229900156016965,0.9462517445384562,0.10512827998445065
48,1.238099490390411,0.9059463090396337,0.04688419699399417
49,1.2463534869930135,0.8802371394514968,0.04946593743843043
50,1.2546625102396338,0.8986249762346025,0.05018613492142138
51,1.2630269269745646,0.94731087480405,0.06466778061133398
52,1.2714471064877284,0.9929793078786903,0.0693619601207315
53,1.2799234205309795,0.9623181084199233,0.04310905602366556
54,1.2884562433345197,0.9595533796911444,0.24895993965722615
55,1.297045951623416,1.0,0.08175444385073306
56,1.3056929246342388,0.9695159635969852,0.04743315148608216
57,1.3143975441318003,0.9414534137474471,0.05608977916535387
58,1.3231601944260123,0.9085675480508385,0.05081044131340784
59,1.3319812623888525,0.6816149134514616,0.0391761684558195
60,1.3408611374714443,0.5329303439289015,0.042271310942301604
61,1.349800211721254,0.364795640993754,0.06893175509808883
62,1.3587988797993955,0.35376870198436877,0.0868927331166711
63,1.367857538998058,0.439399127654809,0.1329282215084854
64,1.376976589258045,0.39814082142427126,0.09124292247135299
65,1.3861564331864318,0.4941734642198524,0.16550870992259314
66,1.3953974760743413,0.37734244347922374,0.06435749399156013
67,1.4047001259148368,0.4334905238089435,0.06030982416642134
68,1.4140647934209356,0.42808324146526544,0.08261219528290945
69,1.4234918920437418,0.41583732798354633,0.0655092688911695
70,1.4329818379907,0.38303161611200465,0.07217546525366729
71,1.442535050243971,0.4333187113140982,0.030298375311609584
72,1.452151950578931,0.51769487389142,0.05373782622629056
73,1.4618329635827905,0.4596778004773273,0.042104791718283054
74,1.4715785166733424,0.46744974121395044,0.04414615786055623
75,1.4813890401178311,0.4487075669664338,0.37360715454054294
