#WAVELENGTH,FLUX,UNCERTAINTY
0.9,nan,nan
0.906,nan,nan
0.91204,nan,nan
0.9181202666666664,nan,nan
0.9242410684444442,nan,nan
0.9304026755674072,nan,nan
0.9366053600711898,nan,nan
0.9428493958049976,nan,nan
0.9491350584436976,nan,nan
0.9554626254999888,nan,nan
0.9618323763366552,nan,nan
0.9682445921788996,nan,nan
0.9746995561267588,nan,nan
0.9811975531676038,nan,nan
0.9877388701887212,nan,nan
0.9943237959899792,nan,nan
1.000952621296579,0.2590492188503036,0.0024801117730426686
1.0076256387718894,0.4186101504703574,0.0051846154114949415
1.0143431430303689,0.5237713190209938,0.01071295715321466
1.0211054306505711,0.5228228805787,0.0077380681654162075
1.0279128001882416,0.5629472691346254,0.0063236262163197275
1.0347655521894965,0.6454225389935463,0.004978538017356346
1.041663989204093,0.710937527973103,0.0036564273065020705
1.048608415798787,0.7516769027975917,0.003640564206506046
1.0555991385707788,0.7644274714667958,0.003438591316171522
1.0626364661612506,0.7622444569138769,0.003747974443070617
1.0697207092689922,0.8074188121450454,0.004344761587390635
1.0768521806641187,0.8394511926580165,0.004080873944692698
1.0840311952018795,0.868203271299328,0.0037366259386279604
1.0912580698365586,0.9062832128646351,0.003822792730416416
1.098533123635469,0.9052276646122794,0.0043533468296119504
1.1058566777930388,0.8844244228781235,0.004847369849715837
1.1132290556449922,0.853038690989221,0.006217574070129035
1.1206505826826254,0.8090903185314806,0.00517331755585239
1.128121586567176,0.8022530911717272,0.0033660567688174117
1.1356423971442906,0.7947618494703078,0.00285584308899226
1.143213346458586,0.8021631168852427,0.002844487803111215
1.1508347687683096,0.8608971955541757,0.0035937097253124885
1.158507000560098,0.8924292187786924,0.003732615597690709
1.166230380563832,0.8560910648218955,0.004159599261416725
1.1740052497675908,0.7890964873199684,0.00377190302826616
1.181831951432708,0.8395675096150748,0.0032794607924472173
1.189710831108926,0.8761353307386229,0.0031817082426675272
1.197642236649652,0.7945864021692038,0.0027027992997146616
1.2056265182273165,0.7616770920556133,0.003410156375635497
1.2136640283488316,0.8603489611013385,0.0031212069623325132
1.221755121871157,0.8949070666387725,0.0028570380781193978
1.229900156016965,0.891918426723642,0.002788103095844662
1.238099490390411,0.8420461758882212,0.0022490753015939
1.2463534869930135,0.7847458546099418,0.002214277405605921
1.2546625102396338,0.8683300230229827,0.002291570049388306
1.2630269269745646,0.9370396874071294,0.002963104137285134
1.2714471064877284,0.9778712360032185,0.004205509766357679
1.2799234205309795,1.0,0.003539556344854245
1.2884562433345197,0.9590103953804675,0.0025710744723321556
1.297045951623416,0.9277976555534698,0.0027944014121478672
1.3056929246342388,0.900966187775671,0.002784681725612913
1.3143975441318003,0.8807921010862899,0.0026560493953339094
1.3231601944260123,0.8620780633073198,0.0031072133593388943
1.3319812623888525,0.7513810464740975,0.0031730980013075756
1.3408611374714443,0.505637791860166,0.0041542642495683395
1.349800211721254,0.5272828737347206,0.0040124695498598
1.3587988797993955,nan,nan
1.367857538998058,nan,nan
1.376976589258045,nan,nan
