wave,flux,unc
0.5994961261749268,0.06067098093811151,0.008005272454949502
0.6037940382957458,0.05393234668330993,0.005746171857078793
0.6081776618957521,0.062493833932396485,0.005741792222108687
0.6126506924629211,0.044905211241080864,0.005311009839189758
0.6172167062759399,0.01987053272498023,0.004886785444310697
0.6218792200088501,0.01611326332061606,0.004598522919935125
0.6266417503356934,0.022809619782968343,0.004493109201425588
0.6315078735351562,0.04157277243430029,0.004260962038294331
0.6364811658859253,0.05531844623433499,0.00412833032622071
0.6415650248527526,0.0733140534134711,0.004057487520931266
0.6467629671096802,0.10749569154336533,0.004140582134893869
0.6520784497261047,0.16519725563874546,0.0042321520106316365
0.6575148701667787,0.1673807989616377,0.004168366484971732
0.6630756258964539,0.12613598166451595,0.0035981628736573915
0.6687639951705933,0.08050487525185249,0.0031214369731707063
0.6745833158493042,0.05558299759132879,0.0028576308913715177
0.680542528629303,0.046650043153755066,0.0025007031164563888
0.6866522431373596,0.04527941490212837,0.0023491027629515535
0.6929071545600891,0.06624342572534349,0.0026312170930654537
0.6993080377578735,0.11348150718904383,0.0025579143532147137
0.7058660984039307,0.13293274162888857,0.002619353285858262
0.7125988006591797,0.09697090172514045,0.002374758899976622
0.7194883823394775,0.13895452208764902,0.002457921452722467
0.7265570163726807,0.27454084709312054,0.0031260780588705343
0.7338071465492249,0.3938457241555041,0.0035531053220483307
0.7412370443344116,0.44511398816621656,0.003707637309527372
0.7488671541213989,0.45952735018327406,0.0036806597936678504
0.7566903829574586,0.40209616651965846,0.0032549573527821786
0.7647185325622559,0.2457335747053804,0.002599666232364968
0.7729648947715759,0.2556535038531936,0.0026655365085283154
0.7814212441444397,0.41073368730179965,0.0031835925218082644
0.7901061177253723,0.543798043625477,0.0036011146795293402
0.7990286946296691,0.6657356858378312,0.003957678492388231
0.8081883788108826,0.7596999103699026,0.004204563236831834
0.8175933361053467,0.769177335782276,0.0041961571114724205
0.8272521495819093,0.8010330032697915,0.004390276124527825
0.8371724486351013,0.7715202424815822,0.004382189611661807
0.8473596572875977,0.7042701620489527,0.004036772456098612
0.857822597026825,0.7183523942068887,0.0041069027647833035
0.8685673475265503,0.7162705303065156,0.004072582433641445
0.8795992136001587,0.7544128280080844,0.004070026892345004
0.8909285068511963,0.7990842666563913,0.004177966962095288
0.9025626182556152,0.8440881577500702,0.00434656820541732
0.9145015478134155,0.8939878580656956,0.004593124062856587
0.9267538189888,0.9087234226293419,0.0047957900158894125
0.9393271207809448,0.9083906787227967,0.004532890177964034
0.9522212147712708,0.9120020231542318,0.004386659602080791
0.9654414653778076,0.8981153282294733,0.004244369937243227
0.9789928793907166,0.8800445994784543,0.003998848331572423
0.992874264717102,0.8322485079425336,0.0036751035326039235
1.0070868730545044,0.8349339639562401,0.0035424185331643606
1.0216333866119387,0.8742563157321426,0.0036092825443871136
1.0365118980407715,0.9168559084578999,0.003664391684229095
1.0517197847366333,0.9703149318176961,0.0035181535030248214
1.0672543048858643,0.983941305791041,0.0033675520316743656
1.0831083059310913,1.0,0.00323899334688034
1.0992764234542844,0.9721337677242263,0.003089587409838583
1.115754246711731,0.9312138269034432,0.0029062490183633396
1.1325337886810303,0.9304623196689126,0.002908596895269411
1.1496064662933347,0.8904589732846637,0.0031650026257985823
1.1669615507125854,0.8684182423715616,0.003445547517293722
1.1845880746841433,0.8486688759242209,0.0037916978105361613
1.202473521232605,0.8470644022470367,0.0040320975003162556
1.2206058502197266,0.8579684745738659,0.004322527195441537
1.2389702796936033,0.850239511592742,0.004392662570506473
1.2575522661209106,0.8479891236938136,0.004196999883538059
1.2763381004333496,0.8560962085212391,0.0040907703538486636
1.295311689376831,0.8537369996270303,0.0034532713562650374
1.3144664764404297,0.8209215579471255,0.002340402175700083
1.3337894678115845,0.706311199466428,0.0020207210889752443
1.3532541990280151,0.5759968182577287,0.0018029087657313843
1.3728448152542114,0.5508832884262137,0.001740932498472554
1.3925461769104004,0.5325744633052125,0.0016857823915871148
1.4123431444168093,0.4905238989908098,0.0016099064952957362
1.4322209358215332,0.46512458526334605,0.0015532011592396477
1.4508113861083984,0.4636805834291513,0.0015233263948333181
1.4708060026168823,0.461404488789399,0.0015113747578396324
1.490841627120972,0.4629240864170256,0.0015124326342156006
1.5109055042266846,0.47793552495190683,0.0015389194848462735
1.5309860706329343,0.4881753576352657,0.0015377563619928787
1.5510371923446655,0.49033192642822104,0.001525719146350254
1.5710463523864746,0.49710882326507644,0.0015299946724926879
1.591040849685669,0.4897613743980719,0.0015567876069291662
1.6110117435455322,0.4865731491051629,0.001625360084568746
1.630950689315796,0.4839732983038112,0.0017110721462947763
1.6508500576019287,0.4820250329049835,0.0017910369586443284
1.6707026958465576,0.47324111480172554,0.0018085740212684706
1.6905019283294678,0.4552602170230927,0.0017265174783655983
1.7102420330047607,0.43666756374277205,0.0016865683056671086
1.7299175262451172,0.3985662683584317,0.001632931568599875
1.7495234012603758,0.3595817285448928,0.0016054714139215334
1.7690554857254028,0.32754855128294047,0.0015204755630040282
1.7885245084762575,0.29730251789155,0.0014277350791854116
1.8079195022583008,0.2655472238084731,0.0013084102736126018
1.827229619026184,0.2617092631446085,0.0012932797017486226
1.8464523553848267,0.24691345440526175,0.001235506573934952
1.8655850887298584,0.23626038936256907,0.0012078527600270692
1.8846246004104614,0.23730528972078405,0.0012221054240342116
1.903570294380188,0.24006141520222327,0.001189019170114448
1.922420620918274,0.23183526997933196,0.001123981842539004
1.9411742687225342,0.21758175251597484,0.0010501394739955063
1.959829568862915,0.21409916781687421,0.0010291528097042416
1.978385329246521,0.20354664371824877,0.0009788777417077724
1.9968421459197998,0.19735901996927205,0.0009489477784303353
2.015202045440674,0.20237288867053424,0.0009652155858208881
2.0334670543670654,0.20286539672822376,0.0009584488498934404
2.0516321659088135,0.20050093352840387,0.0009421826126519431
2.0696966648101807,0.2019231658065383,0.0009449593091092733
2.0876591205596924,0.2069417579912717,0.0009510847967786258
2.1055221557617188,0.20664875255883922,0.0009391038019991709
2.1232833862304688,0.20682964740646675,0.0009406597986184587
2.140945434570313,0.20803980720836632,0.0009557279008109033
2.1585071086883545,0.20628520909563605,0.0009326868157140602
2.1759700775146484,0.20598705520429808,0.0009558868743722727
2.1933336257934575,0.2053311237531722,0.0009701087688098503
2.2106001377105713,0.20081236120031692,0.000959511062126902
2.2277679443359375,0.1920177791358751,0.0009278524587763582
2.244840383529663,0.19185943478803058,0.0009162317367024054
2.261813163757324,0.1883303282917991,0.0008995661191962439
2.2786915302276616,0.18171812617460886,0.0008850054595834281
2.295475959777832,0.17565999043705435,0.0008661474600187557
2.312165498733521,0.17026631748963533,0.0008532404457737549
2.328763484954834,0.16471261408874646,0.0008409192268565774
2.3452696800231934,0.15772411981498755,0.0008060570601735382
2.3616836071014404,0.1514557755917542,0.000778109778723424
2.3780081272125244,0.14751764216368882,0.0007926743878730629
2.3942441940307617,0.1400308826393489,0.0007684468787334771
2.410391330718994,0.13257741675867238,0.0007408806400272791
2.426450490951538,0.1253571931498179,0.0007139691840777902
2.4424235820770264,0.1179157139301715,0.0006945296419852905
2.458311557769775,0.11136884588705825,0.0006755059995357292
2.4741151332855225,0.10467301226916714,0.0006446291287090159
2.489851713180542,0.09957513183017762,0.0006381862473522939
2.505513906478882,0.09493646173655586,0.0006306336802433883
2.5210936069488525,0.09124450649811174,0.0006151927611079581
2.536592483520508,0.08832419404170684,0.0006068468273739998
2.552010774612427,0.08775794043363226,0.0006011433981341435
2.567349672317505,0.0854442283141787,0.0005925451917051289
2.58260989189148,0.0850930621590255,0.000587261445524151
2.597792387008667,0.08464010378347851,0.000577069302959817
2.612898111343384,0.08671053406517733,0.0005876570822985481
2.627927780151367,0.08711306077053257,0.0005908079145974726
2.6428825855255123,0.0897906487633898,0.0006033359967334946
2.6577627658843994,0.08890330302698464,0.00060284986513495
2.672569990158081,0.08303267394102172,0.0005926577845707214
2.6873042583465576,0.07999354250817943,0.00056984844871071
2.701967239379883,0.07646518297564818,0.0005544339084891209
2.716557025909424,0.07465106348425642,0.0005596498245130122
2.731060028076172,0.07145941505763473,0.0005542545291150685
2.7454941272735596,0.07096683338675955,0.0005435543081565266
2.759859800338745,0.06944355423163513,0.0005399723268499231
2.7741575241088867,0.06872913385749403,0.0005507893787671871
